ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,Gender,AgeBracket,CountryCode,Regions (Included),Regions (Excluded),Electoral Districts (Included),Electoral Districts (Excluded),Radius Targeting (Included),Radius Targeting (Excluded),Metros (Included),Metros (Excluded),Postal Codes (Included),Postal Codes (Excluded),Location Categories (Included),Location Categories (Excluded),Interests,OsType,Segments,Language,AdvancedDemographics,Targeting Connection Type,Targeting Carrier (ISP),CreativeProperties
9f4b088cea628f2b31b7ae20869b004ddf41b90e173f8898b4c3ef835ce88bb0,https://www.snap.com/political-ads/asset/3c0eb2396965abeeddf728f9408abd832db076e31cf2750aff665514c3ccdb28?mediaType=mp4,USD,4,2593,2020/03/13 10:45:13Z,,liberteeshop.com,US,,liberteeshop,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://libertyteeshop.com/
86db0b5f66c4c8fcc0a9f0d5b8934e462806bbe4088197cede0fc848eec70f7c,https://www.snap.com/political-ads/asset/49582cb5d71219f774dcc689701b69d89bf86199a6b8d98fe8a7c52520cbe27f?mediaType=mp4,USD,1861,794747,2020/01/03 16:24:16Z,2020/02/04 04:59:16Z,Pete for America,"202 S Michigan St,South Bend,46601,US","Pete for America ",Pete for America,,18+,united states,Iowa,,,,,,,,,,,,,,,,,,,web_view_url:https://peteforamerica.com/issues?utm_source=Snapchat&utm_medium=Video&utm_campaign=DayAfterTrump_15s
629324f895ef82502004391e51c4264069d6b7b26b38cf6a4c1b610b3461ae7e,https://www.snap.com/political-ads/asset/3cad7cbad599ce8e964db191a4a4b3bf6cfe17681dd5955e5d19249c10a5af02?mediaType=mp4,AUD,16,1751,2020/03/10 21:00:00Z,2020/03/27 12:00:00Z,The Media Precinct,"L4, 10 Kensington Street,Chippendale,2008,AU",Rachel Gallagher,Rachel Gallagher,,35+,australia,,,,,,,,,"4101,4012,4169",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rachelgallagher.com.au/?utm_source=tmp&utm_campaign=gabba_2020&utm_medium=snapchat&utm_content=urban_planning
b48b1d1496c16514a39996d5f792decafa24d5c7a1464b6697c7afb13a9e0e83,https://www.snap.com/political-ads/asset/cba52e79d3b8bf709864f2569478192508fbd870be4d891a24ff1d4163ae868a?mediaType=png,USD,3,849,2020/02/23 21:48:50Z,2020/03/04 00:30:00Z,ACRONYM,US,,ACRONYM,,18+,united states,North Carolina,,,,,,,,,,,,,,,,,,,web_view_url:https://peoplespowergrab.civicengine.com/plan?utm_source=snap&utm_medium=paid-awr&utm_campaign=ppg&utm_term=nc-map-v&utm_content=ED687ABA
c71efb0005b8492dbc0c6fbb47a6337b1881be30d76d21a95f41ff50d3b031bf,https://www.snap.com/political-ads/asset/12e22f374efe076553b81115d2ce2abb7ebc5c91210271f6e3761342da278309?mediaType=mp4,GBP,0,114,2020/03/13 12:58:41Z,2020/03/31 12:58:41Z,The Labour Party,"Kings Manor,Newcastle,NE16PA,GB",Sadiq for London 2020,The Labour Party,,18+,united kingdom,London,,,,,,,,,,,,,,Provided by Advertiser,pt,,,,web_view_url:https://www.gov.uk/register-to-vote
2affd624381d1f12deb45e6b0538b68b9a9919c9e93c8dcb1fb79578f5863c2a,https://www.snap.com/political-ads/asset/25ed804471bcfb217faedd5f6d3e9299b1e3fbf4ed4dc29ab1cfd5ee0c563eed?mediaType=mp4,USD,24,7893,2020/01/24 19:47:07Z,,Fourth World Problems Co.,US,,Unicorn Wealth,MALE,35+,united states,,,,,,,,,,,,,"TV Network Viewers (A&E),TV Network Viewers (AMC),TV Network Viewers (Discovery Channel)",,Provided by Advertiser,en,,WIFI,,web_view_url:https://tiny.ie/trump-coin-up-snapchat
6f919353da99530978e8c05afa3a504396177c99e351c1f9de402a9265bbed7c,https://www.snap.com/political-ads/asset/5f0de4bed75e875b2848ab6a50ac1e8100df65f909dd2f4d5314f87b2f0d1b53?mediaType=mp4,USD,161,263482,2020/02/21 22:39:23Z,2020/04/01 06:59:59Z,AudienceX,"13468 Beach Ave,Los Angeles,90292,US",,FVAP.gov,,18+,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.fvap.gov/vote?utm_source=snapchat&utm_medium=traffic&utm_campaign=thisisvoting
17fd5a2c4e2c47bb2dc7b05bfa28830c9c0e7bfbbadd41b2301420333ebb5a9b,https://www.snap.com/political-ads/asset/9470ace1746e99281e9e32ee4dbe6a6c48cf2263dc46e58a4652997e9d0c993e?mediaType=mp4,USD,22,14130,2020/04/09 02:56:19Z,2020/04/13 03:59:59Z,Invitucs LLP,US,Aaron Godfrey,Aaron Godfrey for Congress,,18+,united states,,,,,,,,,"44017,44070,44107,44116,44126,44129,44130,44133,44134,44136,44138,44142,44145,44147,44149,44201,44203,44212,44214,44215,44216,44217,44230,44233,44240,44250,44251,44254,44256,44260,44265,44266,44270,44272,44273,44274,44276,44278,44281,44287,44306,44312,44319,44320,44321,44333,44606,44611,44614,44618,44624,44627,44632,44638,44645,44646,44647,44659,44662,44666,44667,44676,44677,44685,44691,44706,44708,44709,44710,44718,44720,44721,44840",,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.godfreyforcongress.com/vote/
25212574d14f2f4c6d72196b0ce91c541c0b61ad32ca817765f308ada501c8eb,https://www.snap.com/political-ads/asset/c49894f51ddac7a8060ec04ae2adbf1da6739f323f9e7cc29edcd820cb926c5f?mediaType=png,USD,23,19130,2020/02/29 17:09:04Z,,Patriots Represent,US,,Patriots Represent,,,united states,,,,,,,,,,,,,TV Network Viewers (FOX News Channel),,Provided by Advertiser,en,,,,web_view_url:https://patriotsrepresent.com/collections/flags
1309b6fb29106d600180be37b90f13b63b01ee43003aa615bc0320e2eccd441a,https://www.snap.com/political-ads/asset/ceda1ba0fdec3fd994d2e8ea057596992f912ad9c8f5b1c992335e13954a4045?mediaType=mp4,USD,3,1816,2020/01/04 17:27:46Z,2020/01/31 17:27:46Z,Pete for America,"202 S Michigan St,South Bend,46601,US",Pete for America,Pete for America,,18+,united states,Nevada,,,,,,,,,,,,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Political News Watchers,TV Network Viewers (CNN),TV Network Viewers (MSNBC),TV Viewers (News)",,Provided by Advertiser,,,,,web_view_url:https://peteforamerica.com/health-care?utm_source=snapchat&utm_medium=video&utm_campaign=m4awwi&utm_content=countable_15s
2803839a05e3ae43b4e5052f8043e6aac2585961c9462bed74b3916d49319a2e,https://www.snap.com/political-ads/asset/833c4b2a665c47b8969a220f9244f022bee20e2bd4d79b81da704b7b338d5d04?mediaType=png,USD,382,42215,2020/02/06 05:42:51Z,2020/03/04 00:00:00Z,ACRONYM,US,,ACRONYM,,18+,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://peoplespowergrab.civicengine.com/pledge?utm_source=snap&utm_medium=paid-cnv&utm_campaign=ppg&utm_term=tx-ptv-v&utm_content=83F54016
b0782388ab5b6c78b2b630d5b3925794721d374df38cbd8c4d1656311b130d70,https://www.snap.com/political-ads/asset/704631f020b195d0c31a2aa1f3bf288c38ec26d7ec7b648e66bf618932b77a49?mediaType=mp4,USD,22237,2309383,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"909 Third Avenue,New York,10022,US",Mike Bloomberg 2020 Inc,"Mike Bloomberg 2020, Inc.",,24-38,united states,"Alabama,California,Colorado,Maine,Massachusetts,North Carolina,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.mikebloomberg.com/policies/climate-change?utm_source=snapchat&utm_medium=cpm&utm_campaign=PM_A85&content=CP02-lieshurtseaturtlescommercials
aa8292014a8a296f4a7364e38348c41d65cb42cc0ed162ed0c07bddb096e96ef,https://www.snap.com/political-ads/asset/bc41a80d8cb863e6e12bb2140e5a9cbeeb5f47330d53a2ca470be536ae9a98d2?mediaType=mp4,USD,140,24059,2020/02/26 19:30:56Z,2020/03/04 19:26:25Z,Run the World Digital,US,Kate Schroder,Kate for Congress,FEMALE,35+,united states,,,,,,,,,"45001,45002,45005,45030,45033,45034,45036,45039,45040,45052,45054,45065,45066,45068,45111,45140,45152,45162,45202,45203,45204,45205,45206,45207,45211,45214,45215,45216,45217,45219,45220,45221,45223,45224,45225,45229,45232,45233,45237,45238,45239,45240,45241,45242,45243,45246,45247,45248,45249,45251,45252",,,,"Yoga Enthusiasts,Vegans & Organic Foodies,Green Living Enthusiasts,Latin Music Fans,Soul & R&B Fans,Urban & Hip-Hop Music Fans,Basketball Fans,Soccer Enthusiasts",,Provided by Advertiser,,,,,web_view_url:https://kateforcongress.com/
793619f08f0dc09e418ef7fde0bd6f080b70e7541e4bbf85189bbfac74519304,https://www.snap.com/political-ads/asset/4e8c72f615d1ab1a481ba58bbdefbafb806e204859a85b2bf315d0cf1d68594a?mediaType=mp4,USD,0,1,2020/02/22 17:09:02Z,2020/03/03 17:00:59Z,Hawkfish LLC,"909 Third Avenue,New York,10022,US",Mike Bloomberg 2020 Inc,"Mike Bloomberg 2020, Inc.",,24-38,united states,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia,Idaho,Michigan,Mississippi,Missouri,North Dakota,Washington,Arizona,Florida,Illinois,Wyoming,Wisconsin,Connecticut,Delaware,Maryland,New York,Pennsylvania,Rhode Island,Ohio,Georgia,Minnesota,New Jersey",,,,,,,,,,,,"Bookworms & Avid Readers,Green Living Enthusiasts,Political News Watchers,Outdoor & Nature Enthusiasts",,Provided by Advertiser,,,,,web_view_url:https://www.mikebloomberg.com/policies/climate-change?utm_source=snapchat&utm_medium=cpm&utm_campaign=PM_A85&content=CP02-climatethreatisreal
6096e3b2c2be7e4a45506e80dda37df122aca6f2922d4c685288a60e88341b8a,https://www.snap.com/political-ads/asset/0a078681539c42535c9e528de20b9993031c1a6addc63d13ceb4f913153aa460?mediaType=mp4,EUR,446,578359,2020/02/04 21:10:56Z,2020/02/08 20:10:56Z,Fianna Fáil,IE,Fianna Fail,Fianna Fáil,,21-40,ireland,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:http://www.fiannafail.ie/housing
42caf18d32c59a6905efea25c500599941c9864a799cc8e63b9de02a4b37a9c0,https://www.snap.com/political-ads/asset/f6efd4e1b8ae7b1ec5d192645a0b9477e7c7d92713b3bc4853f60566e0fed722?mediaType=mp4,USD,14,6670,2020/02/12 21:14:31Z,2020/02/28 23:59:59Z,Emmanuel Zamora,"629 Nicholas St.,Uvalde,78801,US",Emmanuel Zamora,Emmanuel Zamora,,18+,united states,,,,,,,,,78801,,,,,,Provided by Advertiser,,,,,web_view_url:https://zamoraforconstable.com
80be48b8066929cff46f47a56c58cda7c58ec06e27aa0c14bd79a23d4e517880,https://www.snap.com/political-ads/asset/acd2031afc4d0f3cb2b33c92a8b6de3f51ea420c52561aa5030c9ce19f9bc3ec?mediaType=mp4,CAD,2201,1632527,2020/02/18 05:00:00Z,2020/03/17 03:59:59Z,SOCIETY@M.E.,"7236 rue Marconi,Montreal,H2R 2Z5,CA",,Covenant House,FEMALE,15-18,canada,Ontario,,,,,,,,,,,,,,Provided by Advertiser,en,,,,
855a0a7f2614f2e2fc4399358747b87513319cb7cc882d7b8e1b042e121f75ca,https://www.snap.com/political-ads/asset/a106bbb495796346390331a2cac1d38bcfd5a6164877baff9545051fffbc2986?mediaType=mp4;https://www.snap.com/political-ads/asset/2eda0c5f52634af307226259913448812385667ce99b6880e5aba4511f3a5189?mediaType=mp4;https://www.snap.com/political-ads/asset/1e5b3e56091931af117de5492aded2ec7775122bc64a8d7be0d98fc863197ffc?mediaType=mp4;https://www.snap.com/political-ads/asset/f749a4f16e6277e0b6b1e00b502f817e8af37ad16205cca64fcf8126e72affcd?mediaType=mp4,USD,600,1974761,2020/04/02 13:57:08Z,2020/04/10 13:57:08Z,Huddled Masses,"27 E 28th Street,New York ,10016,US",,Rise Above Colorado,,17-,united states,Colorado,,,,,,,,,,,,,,Provided by Advertiser,,,,,
1fd6df21c8cbb22f57a0bd025298e8d17940d1ea8801a93ec4eafc2ff0fd8d45,https://www.snap.com/political-ads/asset/d6c7a3dc0347670a77a9efd60f2afe6b7e364c37cb1f22bf91b10b23f9f9f60c?mediaType=mp4,USD,198,83409,2020/01/22 22:00:00Z,2020/02/08 04:59:00Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,United We Dream,,39-,united states,"California,Colorado,North Carolina,New York,Florida,Georgia,New Mexico,Texas,Washington",,,,,,,,,,,,,,Provided by Advertiser,es,,,,web_view_url:https://contamos2020.com/?source=WeCount-Ads-SC&utm_source=Ads-SC&utm_medium=Social&utm_campaign=CensusAwareness
b8df7c89c8fd2b31963d7dbda8bc84ebaf8815e3770149ca6d7cfb3eafbdbc71,https://www.snap.com/political-ads/asset/72827abf91db5dee50302ddebb0f48a04ea855fbc35b184506d5bb8a9fca72aa?mediaType=mp4,USD,151,79632,2020/01/23 19:57:58Z,2020/02/04 04:59:00Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_TLAL_Jan
86f51b305ff57a2b63ed46de780bc9f699608730a7c467381ed4b509ad29a210,https://www.snap.com/political-ads/asset/b11f54da6d56adba2f42bc53fea52f1195c788c9a11749a2ab34c097182d8d3a?mediaType=mp4,USD,479,956394,2020/03/19 19:00:00Z,2020/07/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://pages.thetruth.com/tiq-this-is-quitting-snapchat-enlist/?cid=social_asm_snapchat_tiq_animated_ditchjuul_autofill_enlist_1324
2ce6fa6bb72b0048a332f5f46e916e9bff9c8a0e00332ce0a6e2b52f058517ff,https://www.snap.com/political-ads/asset/07d6768da2fd3dd79da8297c026b1b107bc2666903d541de22aff5e684e504cc?mediaType=png,USD,32719,23567965,2020/01/29 15:00:00Z,2020/04/01 03:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,24-,united states,,,,,,,,,,,,,,,,,,,,
9fef7550c2b5682aef4e7c6753328eadf175a4d588588a984f7287b675d882e8,https://www.snap.com/political-ads/asset/3cad7cbad599ce8e964db191a4a4b3bf6cfe17681dd5955e5d19249c10a5af02?mediaType=mp4,AUD,30,4301,2020/03/09 21:00:00Z,2020/03/27 12:00:00Z,The Media Precinct,"L4, 10 Kensington Street,Chippendale,2008,AU",Rachel Gallagher,Rachel Gallagher,,25-34,australia,,,,,,,,,"4101,4012,4169",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rachelgallagher.com.au/?utm_source=tmp&utm_campaign=gabba_2020&utm_medium=snapchat&utm_content=urban_planning
ff8d3557b85b7dce05f3f96e8a4735ec847a088f9c08db3bfb9762faf99d4e06,https://www.snap.com/political-ads/asset/92e9d532856371011a23f1d74fa433dfe9472e91e9fef0c3fcb57de25b90cbad?mediaType=mp4,EUR,950,528911,2020/02/03 15:00:00Z,2020/02/14 22:59:59Z,Reprise Media,"Skt. Petri Passage 52 ,København K,1165,DK",,Sundhedsstyrelsen,MALE,20-24,denmark,,,,,,,,,,,,,,,Provided by Advertiser,,,,,
7c55be6ea0890375f52fb53c226b0c45cda373aea44cab91d8b1ba14570a3e3a,https://www.snap.com/political-ads/asset/a967890fc64b1b2d8a246f123e9da33719a7f29084918df3b9d8fbad8f290337?mediaType=jpeg,USD,390,323439,2020/02/20 18:02:19Z,,Marud Khan,"7050 W. Palmetto Rd. Suite 15-504,Boca raton,33433,US",Donald Trump,Albbiom Marketing LLC,,21+,united states,,Alaska,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.patrioticamerican1776.com/patriot/v8/
2905e48dd728686c934d29817099e6b5baf2c53c4b48376ab849f04fac1dc6dd,https://www.snap.com/political-ads/asset/cbddb3337fe1d357d307934a18dc37d5f7880429d0e3a0dc7a82a5b1d1142b0b?mediaType=mp4,USD,104,38280,2020/03/01 22:32:38Z,2020/03/20 03:59:59Z,Yellow Line Digital,"237 W. Grand Ave,Escondido,92025,US",,USCCB,,18+,united states,"Alabama,Arkansas,California,Colorado,Maine,Massachusetts,Minnesota,North Carolina,Oklahoma,Tennessee,Texas,Utah,Vermont,Virginia",,,,,,,,,,,,Political News Watchers,,Provided by Advertiser,en,,,,web_view_url:https://www.youtube.com/watch?v=MwQyJKROZFk&feature=emb_logo
7b9322a1377aee79c09d0690df1b079dd0cf9820ee8df9422bd01bb307325147,https://www.snap.com/political-ads/asset/891ca09189353c103b7060845463bcf3e723c060af3d95407a77e1f2b373f5e5?mediaType=png,CAD,189,79886,2020/01/24 18:15:00Z,2021/01/01 04:30:22Z,Data Sciences,"423 rue St-Nicolas suite 400,Montreal,H2Y2P4,CA",,"Rothmans, Benson & Hedges",,19+,canada,,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://action.unsmoke.ca/smoke-free-canada
62bfd5b7cce18fad621516f2f91817817bc40cc03e8e485528e7c242e74b0e08,https://www.snap.com/political-ads/asset/425480056ebf64821d94839afef4c72785b68ff0616ed142d24728ad84c84336?mediaType=mp4,EUR,0,805,2020/01/17 12:31:03Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,"Cavan,Kildare,Laois,Louth,Meath,Monaghan,Offaly,Wicklow",,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
8efc00552990f689307de4f2570c4be1f4545aeae56faef788d713131a57848e,https://www.snap.com/political-ads/asset/5ac520958ef592bb90a0fe5f7340a3c6c2e9f49b409777527d7d4f3341a57224?mediaType=mp4,AUD,44,4006,2020/03/10 21:00:00Z,2020/03/27 12:00:00Z,The Media Precinct,"L4, 10 Kensington Street,Chippendale,2008,AU",Rachel Gallagher,Rachel Gallagher,,35+,australia,,,,,,,,,"4101,4012,4169",,,,,,Provided by Advertiser,,,,,web_view_url:https://www.rachelgallagher.com.au/?utm_source=tmp&utm_campaign=gabba_2020&utm_medium=snapchat&utm_content=pub_transport
15ac1fdd85d6d5e0623e9f32aadc2664846f793e2eec34dce2ce9b53c52dd30b,https://www.snap.com/political-ads/asset/8b4c322bb5700bd8a2d03ed97b10adac61ed8ad716749c97503c6dbd2e172db4?mediaType=mp4,USD,138,81675,2020/01/23 19:57:58Z,2020/02/04 04:59:00Z,Rising Tide Interactive LLC,"1250 H St. NW,Washington,20005,US",Voto Latino,Voto Latino,,18-35,united states,Texas,,,,,,,,,,,,,,,,,,,web_view_url:https://vr.rockthevote.com/registrants/new?partner=37610&source=SC_TX_RLAL_Jan
f3895ca1312622e4daf227636be6bd005233bfa7c390b0988909c1b0525edc65,https://www.snap.com/political-ads/asset/58f846b420ae084ab84e9baee7a568b183addd992131d84e8faf71cdc376b0b6?mediaType=mp4,USD,23,13396,2020/02/21 15:48:48Z,,Bright Source Media,US,,Betterus-now,,18+,united states,,"Oregon,Washington,California,Nevada,New Mexico,Colorado,Massachusetts,Maine,Vermont,New Hampshire,New Jersey,New York,Rhode Island,Connecticut,Minnesota,Iowa,Michigan",,,,,,,,,,,"Outdoor & Nature Enthusiasts,Outdoor Sports Gear Shoppers",,Provided by Advertiser,,,,,web_view_url:https://track.clickbooth.com/c/aff?lid=756338&subid1=&subid2=&subid3=&subid4=&subid5=&source_id=&google_aid=&ios_ifa=
383910021f5669ab0a3627a0ae3b12eafa42cb8c0b0cc2bd1170deb3a0e92749,https://www.snap.com/political-ads/asset/c416a538532f1e8cec387f1dcecabb2897f2db8a9cba124bb2d4509894835ce6?mediaType=mp4,USD,1804,648039,2020/04/01 04:00:00Z,2020/05/01 03:59:59Z,Güd Marketing,"1223 Turner Ave., Suite 101,Lansing,48906,US",Michigan 2020 Census,State of Michigan,,18+,united states,,,,,"latitude 42.2431;longitude -84.753;radius 10.0,latitude 42.4684;longitude -82.9555;radius 10.0,latitude 42.1167;longitude -86.4542;radius 10.0,latitude 42.3193;longitude -85.1824;radius 10.0,latitude 42.2445;longitude -83.1458;radius 10.0,latitude 42.9632;longitude -85.6679;radius 10.0,latitude 43.0172;longitude -83.7236;radius 10.0,latitude 42.2942;longitude -83.3099;radius 10.0,latitude 42.4057;longitude -83.0969;radius 10.0,latitude 42.2917;longitude -85.5872;radius 10.0,latitude 42.7338;longitude -84.5554;radius 10.0,latitude 42.5973;longitude -82.878;radius 10.0,latitude 42.4595;longitude -83.1827;radius 10.0,latitude 43.2342;longitude -86.2484;radius 10.0,latitude 42.6389;longitude -83.291;radius 10.0,latitude 42.3834;longitude -83.2966;radius 10.0,latitude 42.2223;longitude -83.3966;radius 10.0,latitude 43.42;longitude -83.949;radius 10.0,latitude 42.3238;longitude -83.4005;radius 10.0,latitude 42.4734;longitude -83.2219;radius 10.0,latitude 42.2465;longitude -84.4017;radius 10.0",,,,,,,,,,Provided by Advertiser,,HHI: <50k,,,web_view_url:https://my2020census.gov/
f5f146092e12d086b7d36448b9e710588a5f894707123e116a0d7517d4f766f0,https://www.snap.com/political-ads/asset/5bea09b0ca644cdbb5f70af50a8d7f6322d29a005d736fc294b63f4ca542c93e?mediaType=mp4,USD,41596,4356040,2020/01/08 17:10:00Z,2020/01/29 04:59:59Z,Assembly," 711 3rd Ave, New York, NY 10017,new york city,10017,US",,truth,,15-17,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://www.thetruth.com/articles/videos/ditch-juul?cid=social_asm_snapchat_ditchjuul_bellyflop_6_1517
3b8ee139dfb333f03a4ae0e71e4e3b85da50ab7eb50c15859e2d2679463e84c0,https://www.snap.com/political-ads/asset/060fa30dd0dd45e1fde05b4b59862c2e4e5f3f22d5db36dee66a8abe76d83fc0?mediaType=png,USD,256,51173,2020/01/31 21:26:06Z,2020/02/04 05:59:58Z,Power Up Iowa,US,,American Wind Energy Association,,,united states,,,,,"latitude 41.5846;longitude -93.6297;radius 60.0,latitude 41.6027;longitude -93.6563;radius 0.5,latitude 41.592183000000006;longitude -93.622135;radius 0.2,latitude 41.563735;longitude -93.758923;radius 2.0,latitude 41.9759;longitude -91.6704;radius 60.0,latitude 41.91292917343043;longitude -90.36646954527477;radius 10.0,latitude 41.5236;longitude -90.5776;radius 10.0,latitude 42.6411;longitude -95.2097;radius 60.0,latitude 42.4967;longitude -96.4059;radius 10.0,latitude 42.4983;longitude -92.3369;radius 10.0,latitude 42.742;longitude -93.2023;radius 50.0,latitude 42.9628;longitude -91.8082;radius 40.0,latitude 43.317768414942975;longitude -94.10622138409592;radius 16.7,latitude 43.07;longitude -94.233;radius 10.0,latitude 43.343835967595226;longitude -96.17326269733552;radius 17.16,latitude 43.3991;longitude -95.752;radius 7.82,latitude 43.46698170523726;longitude -96.51822257258522;radius 2.0,latitude 43.477501259822475;longitude -95.556123373777;radius 4.4,latitude 43.427314524026826;longitude -94.5289326681998;radius 5.54,latitude 43.45470650870317;longitude -94.7329860624564;radius 7.37,latitude 43.33019578744657;longitude -94.4584987511824;radius 3.27,latitude 43.425154971850816;longitude -93.66830252423713;radius 10.55,latitude 43.415436239804336;longitude -92.49248611714324;radius 12.15,latitude 43.44283360053339;longitude -92.8173361943504;radius 6.23,latitude 43.466846695280196;longitude -93.01674356233646;radius 5.32,latitude 43.47736627335502;longitude -93.24867311419321;radius 9.86,latitude 43.33262893121119;longitude -91.76621897346847;radius 2.0,latitude 43.28232208557654;longitude -91.47779358340482;radius 2.0,latitude 42.84826497884478;longitude -91.40308540161251;radius 2.0,latitude 42.507110278895425;longitude -90.6732875161172;radius 6.68,latitude 42.61702510218427;longitude -90.81694256889001;radius 4.86,latitude 42.15072034444384;longitude -90.40772049585269;radius 11.92,latitude 41.667073709343214;longitude -91.52258084592914;radius 5.32,latitude 41.72299668139402;longitude -90.45826906924167;radius 9.41,latitude 40.65524704577848;longitude -91.30902064959825;radius 9.41,latitude 40.811945914949575;longitude -91.11816181112268;radius 7.82,latitude 41.01386495852458;longitude -92.41867740442179;radius 26.72,latitude 40.95252236649054;longitude -91.56343680975311;radius 22.62,latitude 40.99991090442782;longitude -91.9626233072235;radius 2.0,latitude 41.05427279237438;longitude -91.06092244988886;radius 9.64,latitude 41.71762597838472;longitude -94.93744373949944;radius 13.97,latitude 41.41708238856609;longitude -95.02309468780004;radius 10.55,latitude 41.44340143656311;longitude -94.78111908034141;radius 8.5,latitude 41.013725976195474;longitude -95.23923565492743;radius 37.65,latitude 40.71504210283322;longitude -94.25167272546246;radius 15.56,latitude 40.928153232263185;longitude -94.47806864824969;radius 13.51,latitude 40.65986216344791;longitude -94.69953434439921;radius 12.15,latitude 40.742540213731814;longitude -92.88481644064018;radius 11.01,latitude 40.735517313261056;longitude -91.9821904642099;radius 12.15,latitude 40.44018667873661;longitude -91.42961057880116;radius 7.37,latitude 40.59804831763654;longitude -91.54754151560488;radius 8.5,latitude 40.63966294908576;longitude -92.22258806205619;radius 2.0,latitude 40.62514567516763;longitude -92.6659139567387;radius 6.68,latitude 40.68170030785919;longitude -93.21770483737335;radius 10.33,latitude 40.655972391633725;longitude -93.68075163859172;radius 16.93,latitude 42.02755663768713;longitude -96.0966277566815;radius 7.59,latitude 42.22179948466987;longitude -96.2786516397585;radius 6.91,latitude 41.661157658654474;longitude -95.32150963114643;radius 12.38,latitude 41.646864780916616;longitude -95.79441688563709;radius 19.21,latitude 41.91568537057995;longitude -95.99616167524293;radius 7.82,latitude 41.333841007439986;longitude -95.8675812803722;radius 3.72",,,,,,,,,,Provided by Advertiser,,,,,
1401717b9c2b75fda1451224e74194fc3e4a96857097d054fc72b81032987ef9,https://www.snap.com/political-ads/asset/c873fb72a2b6b5a1bca88b013f3eac9af4c8af42ba05f146afd20d33f0fc444f?mediaType=mp4,EUR,0,873,2020/01/17 12:31:02Z,,SpunOut.ie,"Sean McBride House, 48 Fleet Street,,Dublin 2,D02 T883,IE",,SpunOut.ie,,16-25,ireland,Dublin,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://spunout.ie/news/article/spunout-recruiting-members-action-panels?utm_source=snapchat&utm_medium=social&utm_campaign=ap_recruitment
1f39bae1f29fbd6622cc95f7a81a9d1a6f8e19d6cac4bb91c07ff4e56a2b21b5,https://www.snap.com/political-ads/asset/cf786df6d8d1f21efd662cf03ab271ebb48afd385ea8ed5789734a57a22be541?mediaType=mov,USD,10602,5866385,2020/01/06 14:40:00Z,2020/02/01 04:59:59Z,R/GA,"450 W 33rd St,New York,10001,US",,Planned Parenthood,,17-,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://roo.plannedparenthood.org?utm_source=Snapchat&utm_medium=PaidSocial&utm_term=Video_Masturbate_6s&utm_content=Traffic_Roo_13to17All&utm_campaign=PPRoo_TrafficFlight1_RooExtension
